review,rating,date,bank,source,sentiment_label,sentiment_score,theme
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,NEGATIVE,0.9996472597122192,Bugs/Crash
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,NEGATIVE,0.9964038133621216,General
I need a support the app is not working,5,2024-11-12,BOA,Google Play,NEGATIVE,0.9998034834861755,General
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,POSITIVE,0.9978061318397522,General
Good,5,2024-11-12,BOA,Google Play,POSITIVE,0.9998161196708679,General
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,NEGATIVE,0.9990527033805847,Performance
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,POSITIVE,0.9878897070884705,General
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,NEGATIVE,0.999774158000946,General
Wweeeer,4,2024-11-12,BOA,Google Play,NEGATIVE,0.8910733461380005,General
Infinx,5,2024-11-12,BOA,Google Play,NEGATIVE,0.904255747795105,General
Great service,5,2024-11-12,BOA,Google Play,POSITIVE,0.9998434782028198,General
👍,5,2024-11-11,BOA,Google Play,NEGATIVE,0.6970565915107727,General
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,NEGATIVE,0.9997187256813049,General
senayt Mesfin,4,2024-11-08,BOA,Google Play,POSITIVE,0.887482225894928,General
Bad app vety bad.,1,2024-11-07,BOA,Google Play,NEGATIVE,0.9998058676719666,General
Nice,5,2024-11-06,BOA,Google Play,POSITIVE,0.9998552799224854,General
Abessnya Banke,5,2024-11-05,BOA,Google Play,NEGATIVE,0.9873653054237366,General
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,NEGATIVE,0.9997209906578064,General
Professional on banking app,5,2024-11-01,BOA,Google Play,POSITIVE,0.9616296291351318,General
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,NEGATIVE,0.993607759475708,Performance
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,NEGATIVE,0.7850590348243713,General
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,NEGATIVE,0.9962698221206665,General
Good,4,2024-10-25,BOA,Google Play,POSITIVE,0.9998161196708679,General
Fast transfer,5,2024-10-24,BOA,Google Play,POSITIVE,0.9989985823631287,Features
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,NEGATIVE,0.9989662170410156,General
Amrumehamed,1,2024-10-21,BOA,Google Play,POSITIVE,0.6924042105674744,General
Good,5,2024-10-19,BOA,Google Play,POSITIVE,0.9998161196708679,General
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,POSITIVE,0.9683733582496643,General
Very good,5,2024-10-18,BOA,Google Play,POSITIVE,0.9998520612716675,General
ደደገነሐ,5,2024-10-15,BOA,Google Play,NEGATIVE,0.6970565915107727,General
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,NEGATIVE,0.9995194673538208,Bugs/Crash
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,NEGATIVE,0.999660849571228,Performance
Good App,4,2024-10-12,BOA,Google Play,POSITIVE,0.9998493194580078,General
Best app to me,5,2024-10-11,BOA,Google Play,POSITIVE,0.9978218078613281,General
BOA,5,2024-10-11,BOA,Google Play,NEGATIVE,0.7410542368888855,General
Abdulkadir,5,2024-10-11,BOA,Google Play,POSITIVE,0.981449544429779,General
Bad,1,2024-10-10,BOA,Google Play,NEGATIVE,0.999782383441925,General
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,NEGATIVE,0.9928192496299744,General
Nise mobile bankig,4,2024-10-05,BOA,Google Play,NEGATIVE,0.9858755469322205,General
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,NEGATIVE,0.9532790780067444,Features
Ok,5,2024-10-04,BOA,Google Play,POSITIVE,0.9997851252555847,General
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,NEGATIVE,0.9992843270301819,General
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,NEGATIVE,0.998016357421875,General
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,NEGATIVE,0.9964292645454407,Performance
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,NEGATIVE,0.6597372889518738,Performance
Good,3,2024-10-03,BOA,Google Play,POSITIVE,0.9998161196708679,General
Worest app,1,2024-10-03,BOA,Google Play,NEGATIVE,0.7789772152900696,General
The worest app ever,1,2024-10-03,BOA,Google Play,POSITIVE,0.9535900950431824,General
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,NEGATIVE,0.8337252736091614,General
Wwwerrr,5,2024-10-02,BOA,Google Play,NEGATIVE,0.8502515554428101,General
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,NEGATIVE,0.7850590348243713,General
Great For Financial company,5,2024-09-30,BOA,Google Play,POSITIVE,0.9998703002929688,General
Very easy to use,5,2024-09-30,BOA,Google Play,POSITIVE,0.9991422891616821,UI/UX
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,NEGATIVE,0.9996880292892456,Bugs/Crash
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,NEGATIVE,0.998582124710083,UI/UX
nice,5,2024-09-26,BOA,Google Play,POSITIVE,0.9998552799224854,General
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,POSITIVE,0.9998557567596436,General
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,NEGATIVE,0.9941336512565613,General
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,NEGATIVE,0.9652978181838989,UI/UX
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,NEGATIVE,0.9994741082191467,General
Amazing,5,2024-09-19,BOA,Google Play,POSITIVE,0.999875545501709,General
Great app with great services,5,2024-09-19,BOA,Google Play,POSITIVE,0.9998226761817932,General
Yes active user,5,2024-09-17,BOA,Google Play,POSITIVE,0.9983929991722107,General
Shameful,1,2024-09-17,BOA,Google Play,NEGATIVE,0.998016357421875,General
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,NEGATIVE,0.5611275434494019,General
Good application,5,2024-09-16,BOA,Google Play,POSITIVE,0.999854564666748,General
I like,5,2024-09-16,BOA,Google Play,POSITIVE,0.9998149275779724,General
Good,5,2024-09-16,BOA,Google Play,POSITIVE,0.9998161196708679,General
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,NEGATIVE,0.9988893866539001,Performance
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,NEGATIVE,0.9993953704833984,Performance
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,NEGATIVE,0.8698039650917053,General
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,NEGATIVE,0.9997778534889221,General
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,NEGATIVE,0.9925205707550049,General
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,NEGATIVE,0.9993253946304321,General
Bes and freindly app,5,2024-09-13,BOA,Google Play,NEGATIVE,0.9136511087417603,General
It doesn't work.,1,2024-09-12,BOA,Google Play,NEGATIVE,0.9997761845588684,General
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,NEGATIVE,0.9997968077659607,General
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,NEGATIVE,0.9998114705085754,Performance
Good,5,2024-09-10,BOA,Google Play,POSITIVE,0.9998161196708679,General
Smart technology,5,2024-09-10,BOA,Google Play,POSITIVE,0.9998468160629272,General
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,NEGATIVE,0.9501880407333374,General
Ok,5,2024-09-07,BOA,Google Play,POSITIVE,0.9997851252555847,General
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,NEGATIVE,0.9996864795684814,General
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,NEGATIVE,0.9997275471687317,Performance
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,NEGATIVE,0.999210000038147,Bugs/Crash
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,NEGATIVE,0.9127689599990845,Bugs/Crash
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,NEGATIVE,0.9639249444007874,General
good,5,2024-09-05,BOA,Google Play,POSITIVE,0.9998161196708679,General
Fast one,3,2024-09-04,BOA,Google Play,POSITIVE,0.9994491934776306,General
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,NEGATIVE,0.9958102703094482,UI/UX
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,NEGATIVE,0.8734644651412964,General
Very good,5,2024-09-01,BOA,Google Play,POSITIVE,0.9998520612716675,General
It is ok,5,2024-09-01,BOA,Google Play,POSITIVE,0.9998496770858765,General
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,NEGATIVE,0.9987314343452454,General
Good,5,2024-08-30,BOA,Google Play,POSITIVE,0.9998161196708679,General
Apollo's,1,2024-08-29,BOA,Google Play,POSITIVE,0.9974138736724854,General
The worst experience ever,1,2024-08-29,BOA,Google Play,NEGATIVE,0.999792754650116,General
Hussenaliumar,5,2024-08-29,BOA,Google Play,NEGATIVE,0.6654537916183472,General
Good,3,2024-08-28,BOA,Google Play,POSITIVE,0.9998161196708679,General
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,NEGATIVE,0.999367892742157,Performance
It is not work for my device,5,2024-08-27,BOA,Google Play,NEGATIVE,0.9997636675834656,General
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,NEGATIVE,0.9990233182907104,General
The worst app ever,1,2024-08-26,BOA,Google Play,NEGATIVE,0.9997934699058533,General
Good,5,2024-08-26,BOA,Google Play,POSITIVE,0.9998161196708679,General
Betanya Gebre,3,2024-08-23,BOA,Google Play,POSITIVE,0.8911886215209961,General
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,NEGATIVE,0.9855504035949707,General
Good,5,2024-08-22,BOA,Google Play,POSITIVE,0.9998161196708679,General
Excellent app,5,2024-08-21,BOA,Google Play,POSITIVE,0.9998356103897095,General
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,NEGATIVE,0.9988825917243958,General
ትርሃስ,5,2024-08-19,BOA,Google Play,NEGATIVE,0.6970565915107727,General
Gio,4,2024-08-19,BOA,Google Play,POSITIVE,0.9969680905342102,General
App isn't working,1,2024-08-18,BOA,Google Play,NEGATIVE,0.9995692372322083,General
Best app,5,2024-08-18,BOA,Google Play,POSITIVE,0.999686598777771,General
so far good but always it lugs,3,2024-08-17,BOA,Google Play,NEGATIVE,0.982947051525116,General
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,NEGATIVE,0.9996311664581299,General
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,NEGATIVE,0.9995014667510986,General
Horrible,1,2024-08-14,BOA,Google Play,NEGATIVE,0.9997841715812683,General
Mostly not working 😑,1,2024-08-14,BOA,Google Play,NEGATIVE,0.9995824694633484,General
Good,5,2024-08-13,BOA,Google Play,POSITIVE,0.9998161196708679,General
Awesome 👌,5,2024-08-12,BOA,Google Play,POSITIVE,0.9998607635498047,General
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,NEGATIVE,0.9997915625572205,General
Thank you,3,2024-08-12,BOA,Google Play,POSITIVE,0.9998352527618408,General
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,NEGATIVE,0.9998080134391785,Performance
Ok,5,2024-08-12,BOA,Google Play,POSITIVE,0.9997851252555847,General
best,1,2024-08-12,BOA,Google Play,POSITIVE,0.9997941851615906,General
Best app,5,2024-08-11,BOA,Google Play,POSITIVE,0.999686598777771,General
Wedi Tekle .,5,2024-08-11,BOA,Google Play,NEGATIVE,0.8421270847320557,General
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,NEGATIVE,0.9997676014900208,General
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,NEGATIVE,0.9956488013267517,General
Nice appp,5,2024-08-11,BOA,Google Play,POSITIVE,0.9997910857200623,General
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,NEGATIVE,0.952187716960907,General
Gooood app my dear,5,2024-08-10,BOA,Google Play,NEGATIVE,0.9005938172340393,General
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,NEGATIVE,0.9410594701766968,General
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,NEGATIVE,0.9998038411140442,General
Gamebela,1,2024-08-08,BOA,Google Play,POSITIVE,0.8994184732437134,General
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,NEGATIVE,0.9997444748878479,General
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,NEGATIVE,0.9987001419067383,General
Good job,5,2024-08-07,BOA,Google Play,POSITIVE,0.999835729598999,General
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,NEGATIVE,0.9998094439506531,Features
good,3,2024-08-07,BOA,Google Play,POSITIVE,0.9998161196708679,General
Good,5,2024-08-07,BOA,Google Play,POSITIVE,0.9998161196708679,General
Bad app .,1,2024-08-06,BOA,Google Play,NEGATIVE,0.9997915625572205,General
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,NEGATIVE,0.9994394183158875,General
Review,5,2024-08-06,BOA,Google Play,POSITIVE,0.9946893453598022,General
Goood,4,2024-08-06,BOA,Google Play,NEGATIVE,0.9943867921829224,General
Ok,5,2024-08-06,BOA,Google Play,POSITIVE,0.9997851252555847,General
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,NEGATIVE,0.6970565915107727,General
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,NEGATIVE,0.99793541431427,General
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,NEGATIVE,0.9997755885124207,General
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,NEGATIVE,0.9998201727867126,Performance
ok,5,2024-08-03,BOA,Google Play,POSITIVE,0.9997851252555847,General
Nice,5,2024-08-03,BOA,Google Play,POSITIVE,0.9998552799224854,General
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,POSITIVE,0.9958856701850891,General
Great,5,2024-08-03,BOA,Google Play,POSITIVE,0.9998630285263062,General
It's a useless app,1,2024-08-02,BOA,Google Play,NEGATIVE,0.9998058676719666,General
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,NEGATIVE,0.9968530535697937,General
Poor network,1,2024-08-01,BOA,Google Play,NEGATIVE,0.9997891783714294,Performance
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,NEGATIVE,0.9993754029273987,General
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,NEGATIVE,0.9953023195266724,Bugs/Crash
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,NEGATIVE,0.9998171925544739,General
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,NEGATIVE,0.9989368319511414,General
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,NEGATIVE,0.9998024106025696,General
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,NEGATIVE,0.8337252736091614,General
Ok,5,2024-07-29,BOA,Google Play,POSITIVE,0.9997851252555847,General
Nays,5,2024-07-28,BOA,Google Play,NEGATIVE,0.9894010424613953,General
The worst app,1,2024-07-28,BOA,Google Play,NEGATIVE,0.9997969269752502,General
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,NEGATIVE,0.9993472695350647,Bugs/Crash
not active,1,2024-07-27,BOA,Google Play,NEGATIVE,0.999765932559967,General
To get good quality,5,2024-07-27,BOA,Google Play,POSITIVE,0.9998683929443359,General
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,NEGATIVE,0.9647620320320129,General
uselss app dont download,1,2024-07-26,BOA,Google Play,NEGATIVE,0.9977203011512756,Performance
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,NEGATIVE,0.9997162222862244,General
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,NEGATIVE,0.9991223216056824,General
Corrupted and poor app,1,2024-07-24,BOA,Google Play,NEGATIVE,0.9997439980506897,General
Good,1,2024-07-24,BOA,Google Play,POSITIVE,0.9998161196708679,General
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,NEGATIVE,0.9998012185096741,General
Nice,5,2024-07-24,BOA,Google Play,POSITIVE,0.9998552799224854,General
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,POSITIVE,0.9994503855705261,General
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,NEGATIVE,0.9994396567344666,Performance
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,NEGATIVE,0.9997815489768982,Performance
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,NEGATIVE,0.9997444748878479,General
Okay,5,2024-07-23,BOA,Google Play,POSITIVE,0.9997709393501282,General
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,NEGATIVE,0.9991043210029602,Bugs/Crash
we want international mobile banking,1,2024-07-22,BOA,Google Play,POSITIVE,0.958784818649292,General
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,NEGATIVE,0.9996084570884705,General
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,NEGATIVE,0.9862651228904724,General
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,POSITIVE,0.9124148488044739,General
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,NEGATIVE,0.9996222257614136,General
I have experiance,5,2024-07-19,BOA,Google Play,NEGATIVE,0.8070297837257385,General
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,NEGATIVE,0.9997739195823669,Bugs/Crash
Wow,5,2024-07-19,BOA,Google Play,POSITIVE,0.999592125415802,General
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,NEGATIVE,0.999760091304779,Bugs/Crash
ርይርፍ,3,2024-07-19,BOA,Google Play,NEGATIVE,0.6970565915107727,General
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,POSITIVE,0.9991149306297302,General
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,NEGATIVE,0.9994294047355652,General
mal,5,2024-07-16,BOA,Google Play,NEGATIVE,0.9996137022972107,General
It is not working at all,1,2024-07-16,BOA,Google Play,NEGATIVE,0.9997811913490295,General
Excellent,5,2024-07-16,BOA,Google Play,POSITIVE,0.9998434782028198,General
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,NEGATIVE,0.999705970287323,Bugs/Crash
Wow,5,2024-07-16,BOA,Google Play,POSITIVE,0.999592125415802,General
😞😞😞😞,1,2024-07-16,BOA,Google Play,NEGATIVE,0.6970565915107727,General
😡😡😡😡😡😡😡,1,2024-07-15,BOA,Google Play,NEGATIVE,0.6970565915107727,General
The worst banking app,1,2024-07-15,BOA,Google Play,NEGATIVE,0.9998050332069397,General
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BOA,Google Play,NEGATIVE,0.9988401532173157,Bugs/Crash
No work app,5,2024-07-15,BOA,Google Play,NEGATIVE,0.9968982934951782,General
Is ok but stop sundenly,5,2024-07-15,BOA,Google Play,POSITIVE,0.9309312105178833,General
🤷🤷🤷,3,2024-07-15,BOA,Google Play,NEGATIVE,0.6970565915107727,General
experienced,5,2024-07-14,BOA,Google Play,POSITIVE,0.9950610995292664,General
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BOA,Google Play,NEGATIVE,0.999818742275238,General
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BOA,Google Play,NEGATIVE,0.9998112320899963,Bugs/Crash
BoA,5,2024-07-13,BOA,Google Play,NEGATIVE,0.7410542368888855,General
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BOA,Google Play,NEGATIVE,0.9983154535293579,General
Boa,5,2024-07-13,BOA,Google Play,NEGATIVE,0.7410542368888855,General
The new app is very good,5,2024-07-13,BOA,Google Play,POSITIVE,0.9998589754104614,General
It's very good but sometimes isn't work probably,5,2024-07-12,BOA,Google Play,NEGATIVE,0.937102735042572,General
It doesn't work,1,2024-07-12,BOA,Google Play,NEGATIVE,0.9997813105583191,General
ጭራሽ አይነፋም,1,2024-07-12,BOA,Google Play,NEGATIVE,0.7850590348243713,General
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BOA,Google Play,NEGATIVE,0.9997655749320984,Bugs/Crash
The worst mobile banking app,1,2024-07-11,BOA,Google Play,NEGATIVE,0.9997923970222473,General
It is not fast,3,2024-07-11,BOA,Google Play,NEGATIVE,0.99720698595047,General
Ok,5,2024-07-11,BOA,Google Play,POSITIVE,0.9997851252555847,General
Useless,1,2024-07-11,BOA,Google Play,NEGATIVE,0.9997991919517517,General
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BOA,Google Play,NEGATIVE,0.9997914433479309,Bugs/Crash
ሀየ,5,2024-07-10,BOA,Google Play,NEGATIVE,0.6970565915107727,General
Too late!,1,2024-07-10,BOA,Google Play,NEGATIVE,0.9988941550254822,General
No work,5,2024-07-10,BOA,Google Play,NEGATIVE,0.999386191368103,General
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BOA,Google Play,POSITIVE,0.9995549321174622,General
After update it doesn't work well,2,2024-07-09,BOA,Google Play,NEGATIVE,0.9996452331542969,General
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BOA,Google Play,NEGATIVE,0.9983060359954834,Bugs/Crash
Good but Very slow.,1,2024-07-08,BOA,Google Play,POSITIVE,0.9877548813819885,Performance
Very good app,5,2024-07-07,BOA,Google Play,POSITIVE,0.9998675584793091,General
"It is so bad apps ,it doesn't work",1,2024-07-06,BOA,Google Play,NEGATIVE,0.9998026490211487,General
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BOA,Google Play,NEGATIVE,0.9991281628608704,General
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BOA,Google Play,NEGATIVE,0.9996892213821411,Bugs/Crash
Miliyone.,5,2024-07-05,BOA,Google Play,NEGATIVE,0.9675788879394531,General
🙏🙏🙏,5,2024-07-05,BOA,Google Play,NEGATIVE,0.6970565915107727,General
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BOA,Google Play,NEGATIVE,0.9974097609519958,General
